t0,side,qty,horizon_ms,price_mode,price
445737,sell,5.0,1000,fixed_price,10000
448737,buy,5.0,2000,fixed_price,10000
458766,buy,2.0,1000,join_best,0
461193,buy,1.0,2000,join_best,0
463308,sell,5.0,250,join_best,0
464634,buy,1.0,250,join_best,0
468612,sell,5.0,250,fixed_price,10002
472434,sell,5.0,500,join_best,0
473652,buy,1.0,250,join_best,0
475902,sell,5.0,500,join_best,0
476688,buy,1.0,2000,fixed_price,9998
478587,sell,1.0,1000,join_best,0
479577,sell,2.0,500,join_best,0
479931,sell,1.0,2000,join_best,0
480447,buy,2.0,250,fixed_price,10001
480963,sell,2.0,250,join_best,0
481713,sell,5.0,500,join_best,0
482265,sell,5.0,250,join_best,0
482664,sell,1.0,500,join_best,0
482925,sell,1.0,250,join_best,0
485697,buy,1.0,500,fixed_price,9999
486882,sell,1.0,1000,join_best,0
490677,buy,2.0,500,fixed_price,10000
490788,buy,5.0,250,join_best,0
498828,sell,2.0,1000,fixed_price,9998
498921,buy,1.0,250,join_best,0
500049,buy,2.0,1000,join_best,0
500520,buy,2.0,250,join_best,0
505611,sell,2.0,500,join_best,0
505782,buy,2.0,500,join_best,0
506037,sell,2.0,2000,fixed_price,10001
510927,sell,5.0,1000,join_best,0
513525,buy,5.0,1000,fixed_price,9998
515088,buy,5.0,1000,join_best,0
515790,buy,2.0,2000,join_best,0
516897,buy,2.0,1000,join_best,0
517881,sell,2.0,1000,join_best,0
519249,buy,2.0,500,fixed_price,10002
519507,buy,2.0,2000,join_best,0
520992,buy,5.0,2000,fixed_price,9999
525207,buy,2.0,250,join_best,0
526497,sell,5.0,500,fixed_price,10002
527820,buy,2.0,2000,join_best,0
531609,sell,1.0,500,join_best,0
531786,sell,5.0,1000,join_best,0
535227,buy,1.0,500,join_best,0
536610,buy,5.0,1000,join_best,0
536916,sell,2.0,500,join_best,0
541227,sell,2.0,250,join_best,0
542694,sell,1.0,500,join_best,0
543027,buy,2.0,1000,join_best,0
544257,buy,1.0,250,join_best,0
544623,sell,5.0,500,join_best,0
544788,sell,2.0,250,fixed_price,10002
547512,buy,2.0,250,join_best,0
549888,buy,2.0,250,join_best,0
550833,buy,5.0,1000,fixed_price,10001
552981,sell,1.0,2000,fixed_price,9998
555477,sell,2.0,500,join_best,0
555534,sell,1.0,2000,fixed_price,10000
559542,buy,5.0,500,join_best,0
563181,sell,2.0,250,fixed_price,9998
567669,buy,2.0,2000,join_best,0
567924,buy,2.0,250,fixed_price,10000
568692,sell,5.0,250,join_best,0
570006,sell,2.0,2000,join_best,0
570318,sell,2.0,500,join_best,0
571242,buy,5.0,250,join_best,0
574887,buy,1.0,500,fixed_price,9999
580674,buy,5.0,1000,fixed_price,9999
581793,sell,1.0,2000,fixed_price,9998
581862,sell,2.0,1000,fixed_price,10001
581901,buy,5.0,1000,join_best,0
582237,buy,5.0,250,join_best,0
584598,sell,5.0,500,join_best,0
587217,buy,2.0,2000,join_best,0
589428,buy,1.0,1000,join_best,0
589569,sell,2.0,500,join_best,0
589935,buy,2.0,2000,fixed_price,9998
594369,buy,5.0,250,join_best,0
596229,buy,5.0,2000,fixed_price,9998
596370,sell,1.0,1000,join_best,0
597684,sell,1.0,500,join_best,0
