t0,side,qty,horizon_ms,price_mode,price
1770069958490000000,sell,5.000000,250,join_best,0
1770069962005000000,buy,2.000000,1000,join_best,0
1770069964141000000,sell,1.000000,2000,join_best,0
1770069964244000000,buy,1.000000,1000,fixed_price,2351
1770069964297000000,buy,1.000000,2000,join_best,0
1770069964349000000,buy,5.000000,500,join_best,0
1770069965184000000,buy,2.000000,250,join_best,0
1770069965287000000,buy,1.000000,2000,fixed_price,2349
1770069965339000000,sell,1.000000,250,join_best,0
1770069968154000000,sell,5.000000,500,fixed_price,2349
1770069973640000000,sell,1.000000,2000,join_best,0
1770069974336000000,sell,5.000000,250,join_best,0
1770069974440000000,sell,5.000000,1000,join_best,0
1770069980766000000,buy,1.000000,250,join_best,0
1770069982713000000,buy,5.000000,500,fixed_price,2344
1770069984856000000,buy,2.000000,500,join_best,0
1770069987643000000,buy,1.000000,2000,join_best,0
1770069990155000000,buy,1.000000,2000,join_best,0
1770069991150000000,buy,5.000000,250,join_best,0
1770069993038000000,buy,2.000000,2000,fixed_price,2336
1770069993565000000,buy,1.000000,1000,join_best,0
1770069994298000000,sell,2.000000,2000,join_best,0
1770070000350000000,sell,2.000000,500,join_best,0
1770070002846000000,buy,1.000000,2000,fixed_price,2350
1770070004496000000,buy,1.000000,2000,join_best,0
1770070007061000000,buy,1.000000,500,join_best,0
1770070007218000000,sell,5.000000,2000,join_best,0
1770070008377000000,sell,2.000000,500,join_best,0
1770070008532000000,buy,5.000000,500,fixed_price,2300
1770070008532000000,buy,1.000000,1000,join_best,0
1770070010859000000,sell,2.000000,1000,join_best,0
1770070011331000000,sell,2.000000,250,fixed_price,2355
1770070018244000000,sell,1.000000,500,join_best,0
1770070024196000000,sell,1.000000,2000,join_best,0
1770070027025000000,buy,2.000000,500,join_best,0
1770070029215000000,buy,1.000000,500,join_best,0
1770070029215000000,sell,5.000000,250,join_best,0
1770070029261000000,buy,2.000000,2000,join_best,0
1770070030108000000,sell,2.000000,2000,join_best,0
1770070030894000000,buy,2.000000,1000,join_best,0
1770070031623000000,buy,1.000000,250,join_best,0
1770070036048000000,buy,1.000000,2000,join_best,0
1770070037985000000,sell,2.000000,500,fixed_price,2355
1770070038507000000,buy,1.000000,1000,join_best,0
1770070040281000000,buy,2.000000,250,join_best,0
1770070045021000000,buy,5.000000,1000,join_best,0
1770070053723000000,sell,1.000000,2000,join_best,0
1770070069719000000,sell,1.000000,250,fixed_price,2348
1770070073790000000,buy,2.000000,1000,fixed_price,2349
1770070075527000000,sell,5.000000,500,join_best,0
1770070079376000000,buy,2.000000,500,join_best,0
1770070081115000000,sell,2.000000,500,join_best,0
1770070081580000000,sell,2.000000,500,join_best,0
1770070081892000000,sell,1.000000,1000,join_best,0
1770070084050000000,buy,2.000000,500,join_best,0
1770070085961000000,buy,2.000000,2000,join_best,0
1770070086115000000,sell,1.000000,250,join_best,0
1770070097156000000,buy,2.000000,250,join_best,0
1770070102666000000,sell,2.000000,1000,join_best,0
1770070108042000000,sell,5.000000,500,join_best,0
1770070113432000000,sell,2.000000,500,join_best,0
1770070122976000000,sell,1.000000,1000,fixed_price,2347
1770070129884000000,buy,5.000000,1000,join_best,0
1770070130300000000,sell,1.000000,500,join_best,0
1770070136785000000,sell,2.000000,1000,fixed_price,2294
1770070141351000000,buy,5.000000,250,join_best,0
1770070150247000000,buy,2.000000,1000,join_best,0
1770070151088000000,buy,1.000000,2000,join_best,0
1770070151402000000,sell,1.000000,1000,join_best,0
1770070153145000000,buy,1.000000,250,fixed_price,2344
1770070156412000000,sell,2.000000,250,join_best,0
1770070159091000000,buy,5.000000,1000,join_best,0
1770070167658000000,buy,1.000000,250,join_best,0
1770070171391000000,sell,2.000000,2000,join_best,0
1770070174044000000,sell,2.000000,500,join_best,0
1770070174096000000,buy,1.000000,250,join_best,0
1770070179960000000,buy,1.000000,250,join_best,0
1770070185431000000,sell,1.000000,500,join_best,0
1770070205000000000,sell,5.000000,2000,fixed_price,2343
1770070213152000000,sell,1.000000,1000,join_best,0
1770070213631000000,sell,5.000000,2000,join_best,0
1770070223702000000,buy,2.000000,2000,join_best,0
1770070225056000000,sell,1.000000,500,fixed_price,2346
1770070242070000000,buy,1.000000,250,join_best,0
1770070253150000000,sell,5.000000,1000,join_best,0
1770070260671000000,buy,5.000000,2000,join_best,0
1770070260916000000,sell,2.000000,1000,join_best,0
1770070264593000000,sell,1.000000,250,fixed_price,2343
1770070265695000000,buy,1.000000,500,fixed_price,2342
1770070266443000000,buy,2.000000,1000,join_best,0
1770070266700000000,buy,5.000000,2000,join_best,0
1770070268294000000,sell,1.000000,250,join_best,0
1770070273490000000,sell,5.000000,1000,join_best,0
1770070273862000000,buy,5.000000,250,join_best,0
1770070279131000000,buy,1.000000,250,join_best,0
1770070282344000000,sell,1.000000,1000,fixed_price,2345
1770070289621000000,buy,1.000000,250,join_best,0
1770070293690000000,sell,1.000000,1000,join_best,0
1770070298167000000,sell,5.000000,250,fixed_price,2345
1770070318744000000,buy,1.000000,500,join_best,0
1770070321452000000,buy,5.000000,250,fixed_price,2273
1770070323214000000,buy,1.000000,250,join_best,0
1770070323252000000,sell,2.000000,1000,join_best,0
1770070323304000000,buy,2.000000,1000,fixed_price,198
1770070333033000000,sell,2.000000,1000,join_best,0
1770070339645000000,sell,2.000000,1000,join_best,0
1770070348450000000,buy,2.000000,250,join_best,0
1770070348705000000,sell,2.000000,2000,join_best,0
1770070355100000000,sell,1.000000,250,join_best,0
1770070355900000000,buy,2.000000,250,join_best,0
1770070360572000000,buy,1.000000,250,join_best,0
1770070363564000000,buy,5.000000,500,fixed_price,2350
1770070365205000000,buy,5.000000,1000,join_best,0
1770070366507000000,buy,1.000000,500,join_best,0
1770070376694000000,buy,5.000000,250,join_best,0
1770070383511000000,sell,5.000000,250,join_best,0
1770070385717000000,buy,2.000000,2000,fixed_price,2336
1770070385770000000,buy,5.000000,250,join_best,0
1770070386295000000,buy,2.000000,500,join_best,0
1770070389603000000,sell,1.000000,2000,join_best,0
1770070389759000000,sell,5.000000,250,join_best,0
1770070391004000000,buy,1.000000,2000,join_best,0
1770070394075000000,sell,1.000000,2000,join_best,0
1770070400222000000,sell,5.000000,500,join_best,0
1770070402537000000,buy,5.000000,500,join_best,0
1770070407717000000,buy,5.000000,500,join_best,0
1770070412258000000,sell,5.000000,1000,join_best,0
1770070413437000000,buy,1.000000,1000,fixed_price,2337
1770070416536000000,sell,5.000000,250,join_best,0
1770070417544000000,sell,1.000000,2000,join_best,0
1770070417910000000,buy,2.000000,1000,join_best,0
1770070419788000000,buy,5.000000,250,join_best,0
1770070436270000000,sell,2.000000,250,join_best,0
1770070437439000000,sell,2.000000,500,join_best,0
1770070439064000000,sell,2.000000,250,join_best,0
1770070441010000000,sell,2.000000,250,join_best,0
1770070444344000000,sell,2.000000,2000,fixed_price,2346
1770070445060000000,sell,5.000000,500,join_best,0
1770070459159000000,buy,2.000000,1000,join_best,0
1770070472038000000,buy,2.000000,500,join_best,0
1770070486267000000,sell,5.000000,500,join_best,0
1770070487748000000,buy,2.000000,250,join_best,0
1770070495526000000,buy,5.000000,500,fixed_price,2270
1770070497111000000,sell,2.000000,2000,fixed_price,2340
1770070512590000000,buy,5.000000,500,join_best,0
1770070519404000000,sell,1.000000,1000,join_best,0
1770070536582000000,sell,5.000000,500,join_best,0
1770070545013000000,sell,5.000000,1000,join_best,0
1770070545325000000,buy,2.000000,500,fixed_price,2341
1770070549767000000,buy,1.000000,1000,join_best,0
1770070554503000000,buy,2.000000,2000,join_best,0
1770070563188000000,buy,2.000000,1000,join_best,0
1770070563448000000,buy,2.000000,2000,fixed_price,2349
1770070565223000000,sell,2.000000,2000,join_best,0
1770070574424000000,buy,1.000000,500,join_best,0
1770070575372000000,sell,1.000000,500,join_best,0
1770070582835000000,sell,2.000000,2000,fixed_price,2339
1770070584940000000,sell,2.000000,1000,join_best,0
1770070597495000000,buy,5.000000,2000,join_best,0
1770070603035000000,sell,5.000000,500,join_best,0
1770070603086000000,sell,2.000000,1000,join_best,0
1770070613687000000,buy,2.000000,2000,join_best,0
1770070619067000000,sell,5.000000,1000,join_best,0
1770070620268000000,buy,2.000000,250,join_best,0
1770070620268000000,sell,2.000000,500,join_best,0
1770070622377000000,buy,5.000000,250,join_best,0
1770070628250000000,buy,1.000000,1000,join_best,0
1770070631566000000,buy,1.000000,500,join_best,0
1770070634406000000,buy,1.000000,500,fixed_price,2337
1770070647234000000,buy,5.000000,250,join_best,0
1770070647358000000,sell,5.000000,1000,join_best,0
1770070648032000000,sell,5.000000,250,join_best,0
1770070648082000000,buy,1.000000,250,join_best,0
1770070650497000000,buy,1.000000,2000,join_best,0
1770070650600000000,buy,2.000000,500,join_best,0
1770070656858000000,buy,1.000000,250,join_best,0
1770070659955000000,buy,5.000000,2000,join_best,0
1770070660400000000,sell,2.000000,2000,join_best,0
1770070664121000000,sell,1.000000,500,join_best,0
1770070664643000000,sell,1.000000,250,join_best,0
1770070664955000000,sell,2.000000,250,join_best,0
1770070672941000000,buy,1.000000,250,join_best,0
1770070672941000000,buy,1.000000,1000,join_best,0
1770070675187000000,sell,2.000000,2000,join_best,0
1770070676033000000,sell,1.000000,1000,join_best,0
1770070680966000000,buy,5.000000,250,fixed_price,2103
1770070683450000000,buy,2.000000,2000,join_best,0
1770070684404000000,sell,5.000000,1000,fixed_price,2338
1770070699850000000,sell,2.000000,500,join_best,0
1770070703872000000,buy,5.000000,250,join_best,0
1770070704344000000,buy,5.000000,2000,join_best,0
1770070704822000000,buy,2.000000,250,join_best,0
1770070706072000000,buy,2.000000,250,join_best,0
1770070714373000000,sell,5.000000,2000,join_best,0
1770070728273000000,sell,5.000000,250,join_best,0
1770070729958000000,sell,2.000000,500,join_best,0
1770070739015000000,buy,1.000000,2000,join_best,0
1770070740433000000,sell,5.000000,250,join_best,0
1770070741473000000,sell,2.000000,1000,fixed_price,2338
1770070746837000000,buy,2.000000,250,join_best,0
1770070748211000000,sell,1.000000,2000,join_best,0
1770070748899000000,buy,1.000000,2000,join_best,0
1770070750685000000,sell,2.000000,250,join_best,0
1770070759656000000,buy,5.000000,500,join_best,0
1770070768349000000,buy,1.000000,250,join_best,0
1770070773261000000,buy,1.000000,250,join_best,0
1770070791563000000,buy,5.000000,250,fixed_price,2336
1770070797339000000,buy,1.000000,500,join_best,0
1770070799161000000,buy,5.000000,500,join_best,0
1770070803071000000,sell,1.000000,1000,join_best,0
1770070807572000000,sell,1.000000,250,join_best,0
1770070809771000000,sell,2.000000,2000,join_best,0
1770070809822000000,sell,1.000000,250,join_best,0
1770070810550000000,buy,5.000000,250,join_best,0
1770070812018000000,buy,5.000000,500,fixed_price,2344
1770070813071000000,sell,2.000000,1000,fixed_price,2340
1770070815057000000,buy,1.000000,500,fixed_price,2341
1770070817161000000,buy,5.000000,500,join_best,0
1770070818580000000,buy,2.000000,2000,fixed_price,2343
1770070818840000000,buy,2.000000,250,join_best,0
1770070819097000000,sell,5.000000,1000,fixed_price,2339
1770070819621000000,sell,5.000000,1000,join_best,0
1770070824849000000,sell,1.000000,2000,join_best,0
1770070825577000000,buy,1.000000,2000,join_best,0
1770070826838000000,buy,2.000000,1000,join_best,0
1770070827150000000,sell,1.000000,1000,fixed_price,2350
1770070829242000000,buy,5.000000,2000,join_best,0
1770070830717000000,buy,5.000000,2000,join_best,0
1770070835084000000,buy,5.000000,500,join_best,0
1770070867644000000,buy,2.000000,2000,join_best,0
1770070878717000000,sell,5.000000,250,join_best,0
1770070882141000000,buy,1.000000,1000,join_best,0
1770070885200000000,buy,5.000000,1000,fixed_price,2342
1770070885461000000,buy,5.000000,500,join_best,0
1770070893261000000,buy,1.000000,1000,join_best,0
1770070893477000000,sell,2.000000,500,join_best,0
1770070894266000000,sell,2.000000,1000,fixed_price,2424
1770070898165000000,sell,1.000000,500,join_best,0
1770070898790000000,buy,2.000000,250,join_best,0
1770070899052000000,buy,5.000000,2000,join_best,0
1770070899415000000,buy,2.000000,2000,join_best,0
1770070909643000000,buy,5.000000,500,join_best,0
1770070911851000000,buy,1.000000,500,join_best,0
1770070920301000000,buy,1.000000,1000,fixed_price,2343
1770070921654000000,buy,1.000000,2000,fixed_price,4001
1770070926814000000,buy,5.000000,500,join_best,0
1770070927505000000,sell,5.000000,2000,join_best,0
1770070928606000000,sell,2.000000,500,fixed_price,2339
1770070930972000000,buy,2.000000,1000,join_best,0
1770070939288000000,sell,1.000000,250,join_best,0
1770070940581000000,sell,5.000000,2000,join_best,0
1770070941426000000,buy,1.000000,500,join_best,0
1770070963172000000,buy,5.000000,2000,join_best,0
1770070965025000000,buy,2.000000,1000,join_best,0
1770070966747000000,buy,2.000000,2000,join_best,0
1770070969790000000,buy,1.000000,250,join_best,0
1770070977513000000,sell,1.000000,500,fixed_price,2333
1770070993011000000,buy,5.000000,1000,fixed_price,2337
1770070993114000000,sell,1.000000,2000,fixed_price,2337
1770071006031000000,buy,2.000000,1000,fixed_price,2340
1770071006137000000,buy,2.000000,500,join_best,0
1770071006344000000,sell,1.000000,2000,join_best,0
1770071008954000000,buy,1.000000,1000,join_best,0
1770071009214000000,buy,1.000000,1000,join_best,0
1770071022270000000,buy,1.000000,1000,join_best,0
1770071023014000000,buy,2.000000,250,join_best,0
1770071027334000000,sell,5.000000,500,join_best,0
1770071028441000000,sell,1.000000,1000,join_best,0
1770071034135000000,sell,2.000000,1000,fixed_price,2343
1770071036350000000,buy,2.000000,2000,fixed_price,2339
1770071042336000000,sell,2.000000,500,fixed_price,2333
1770071043030000000,buy,5.000000,1000,join_best,0
1770071055868000000,buy,5.000000,1000,join_best,0
1770071058924000000,buy,2.000000,500,join_best,0
1770071064025000000,buy,1.000000,500,join_best,0
1770071065079000000,buy,1.000000,250,fixed_price,2341
1770071066022000000,sell,1.000000,500,join_best,0
1770071070604000000,sell,5.000000,500,join_best,0
1770071080545000000,buy,1.000000,2000,fixed_price,2339
1770071088344000000,sell,2.000000,1000,join_best,0
1770071090484000000,sell,2.000000,250,join_best,0
1770071093642000000,sell,2.000000,500,fixed_price,2341
1770071093642000000,buy,5.000000,1000,join_best,0
1770071093694000000,sell,5.000000,250,join_best,0
1770071093850000000,sell,5.000000,250,join_best,0
1770071100203000000,sell,2.000000,2000,join_best,0
1770071100253000000,sell,2.000000,250,fixed_price,2338
1770071104700000000,buy,1.000000,500,join_best,0
1770071110211000000,sell,1.000000,500,join_best,0
1770071116242000000,buy,5.000000,250,join_best,0
1770071121513000000,sell,5.000000,500,join_best,0
1770071122398000000,sell,5.000000,2000,join_best,0
1770071122869000000,sell,1.000000,1000,fixed_price,2331
1770071124384000000,buy,1.000000,2000,join_best,0
1770071130002000000,sell,2.000000,250,join_best,0
1770071133900000000,buy,1.000000,500,fixed_price,2335
1770071136149000000,sell,2.000000,2000,join_best,0
1770071138887000000,sell,5.000000,2000,join_best,0
1770071152307000000,sell,5.000000,250,join_best,0
1770071160858000000,sell,2.000000,1000,join_best,0
1770071167364000000,sell,5.000000,2000,fixed_price,2342
1770071167728000000,sell,2.000000,2000,fixed_price,2332
1770071168259000000,buy,1.000000,1000,join_best,0
1770071178234000000,buy,5.000000,250,join_best,0
1770071178286000000,sell,1.000000,1000,join_best,0
1770071178390000000,sell,1.000000,500,join_best,0
1770071199288000000,sell,2.000000,250,fixed_price,2333
1770071206637000000,buy,5.000000,1000,fixed_price,2340
1770071207106000000,buy,5.000000,250,join_best,0
1770071208365000000,buy,5.000000,250,join_best,0
1770071220768000000,sell,2.000000,250,join_best,0
1770071220925000000,sell,1.000000,250,join_best,0
1770071223030000000,sell,5.000000,1000,join_best,0
1770071225449000000,sell,1.000000,2000,join_best,0
1770071226183000000,buy,2.000000,2000,join_best,0
1770071226242000000,buy,5.000000,250,join_best,0
1770071227614000000,buy,2.000000,500,join_best,0
1770071234450000000,buy,5.000000,1000,join_best,0
1770071237242000000,sell,5.000000,2000,join_best,0
1770071237397000000,buy,1.000000,1000,join_best,0
1770071237713000000,sell,2.000000,2000,join_best,0
1770071243007000000,buy,1.000000,1000,join_best,0
1770071243630000000,buy,2.000000,500,join_best,0
1770071244569000000,sell,1.000000,250,join_best,0
1770071244728000000,buy,5.000000,250,join_best,0
1770071246361000000,sell,2.000000,250,join_best,0
1770071247423000000,sell,5.000000,500,join_best,0
1770071249419000000,sell,1.000000,500,join_best,0
1770071250317000000,sell,5.000000,250,join_best,0
1770071258308000000,sell,2.000000,1000,join_best,0
1770071258815000000,sell,5.000000,500,join_best,0
1770071285175000000,buy,2.000000,250,join_best,0
1770071285641000000,sell,5.000000,500,join_best,0
1770071297344000000,sell,5.000000,250,join_best,0
1770071310655000000,buy,2.000000,1000,join_best,0
1770071314170000000,buy,2.000000,2000,join_best,0
1770071322755000000,buy,5.000000,2000,join_best,0
1770071324193000000,buy,5.000000,1000,fixed_price,2107
1770071334628000000,sell,5.000000,500,join_best,0
1770071335167000000,sell,2.000000,500,fixed_price,2339
1770071339026000000,sell,1.000000,250,join_best,0
1770071340090000000,sell,2.000000,1000,fixed_price,2340
1770071341447000000,sell,2.000000,2000,join_best,0
1770071347350000000,buy,5.000000,1000,join_best,0
1770071358856000000,buy,1.000000,500,join_best,0
1770071371744000000,buy,2.000000,500,fixed_price,2343
1770071376706000000,buy,2.000000,1000,join_best,0
1770071376850000000,sell,1.000000,500,join_best,0
1770071402804000000,buy,1.000000,1000,join_best,0
1770071405220000000,buy,2.000000,1000,fixed_price,2343
1770071412587000000,sell,2.000000,500,join_best,0
1770071414425000000,sell,1.000000,500,join_best,0
1770071428077000000,buy,5.000000,250,join_best,0
1770071438855000000,sell,5.000000,250,join_best,0
1770071444559000000,buy,1.000000,1000,join_best,0
1770071446454000000,sell,2.000000,2000,fixed_price,2343
1770071448874000000,buy,1.000000,500,join_best,0
1770071449566000000,sell,5.000000,1000,fixed_price,2335
1770071454124000000,sell,1.000000,500,join_best,0
1770071454124000000,buy,1.000000,250,join_best,0
1770071461095000000,buy,5.000000,2000,fixed_price,2345
1770071461460000000,buy,1.000000,250,join_best,0
1770071462755000000,sell,1.000000,500,join_best,0
1770071464522000000,buy,2.000000,250,fixed_price,2344
1770071465110000000,buy,1.000000,2000,join_best,0
1770071472789000000,buy,1.000000,2000,join_best,0
1770071478493000000,sell,2.000000,250,join_best,0
1770071478970000000,buy,1.000000,500,fixed_price,2341
1770071480066000000,buy,2.000000,1000,join_best,0
1770071480223000000,buy,2.000000,250,join_best,0
1770071484606000000,buy,5.000000,500,join_best,0
1770071496264000000,buy,5.000000,2000,join_best,0
1770071498314000000,sell,1.000000,500,join_best,0
1770071499359000000,buy,1.000000,1000,join_best,0
1770071499988000000,buy,2.000000,2000,join_best,0
1770071509141000000,sell,1.000000,2000,fixed_price,2344
1770071509607000000,sell,2.000000,500,join_best,0
1770071511406000000,buy,2.000000,250,join_best,0
1770071517372000000,buy,1.000000,500,join_best,0
1770071521084000000,buy,2.000000,500,join_best,0
1770071527712000000,buy,1.000000,500,join_best,0
1770071530287000000,buy,2.000000,2000,join_best,0
1770071537420000000,sell,2.000000,2000,join_best,0
1770071543080000000,buy,2.000000,500,fixed_price,2346
1770071547677000000,sell,2.000000,1000,join_best,0
1770071548876000000,buy,5.000000,500,join_best,0
1770071550095000000,sell,5.000000,250,join_best,0
1770071564054000000,buy,2.000000,250,join_best,0
1770071564106000000,sell,2.000000,250,join_best,0
1770071566653000000,buy,1.000000,500,join_best,0
1770071574884000000,sell,1.000000,250,join_best,0
1770071586266000000,buy,5.000000,1000,join_best,0
1770071596390000000,sell,1.000000,500,join_best,0
1770071601714000000,sell,2.000000,1000,join_best,0
1770071625750000000,sell,2.000000,500,fixed_price,2346
1770071637108000000,buy,5.000000,1000,fixed_price,2444
1770071651213000000,sell,5.000000,2000,join_best,0
1770071655388000000,sell,2.000000,250,join_best,0
1770071662391000000,buy,5.000000,500,join_best,0
1770071665246000000,buy,1.000000,500,join_best,0
1770071668585000000,sell,1.000000,2000,join_best,0
1770071674015000000,sell,5.000000,500,join_best,0
1770071678729000000,buy,2.000000,1000,fixed_price,2349
1770071679388000000,buy,1.000000,250,fixed_price,2348
1770071680802000000,sell,5.000000,250,fixed_price,2345
1770071682371000000,buy,2.000000,500,join_best,0
1770071684907000000,buy,1.000000,2000,join_best,0
1770071689474000000,buy,5.000000,500,join_best,0
1770071691120000000,buy,2.000000,2000,fixed_price,2350
1770071703853000000,sell,5.000000,2000,join_best,0
1770071705584000000,sell,1.000000,2000,join_best,0
1770071705689000000,sell,1.000000,2000,join_best,0
1770071716420000000,buy,5.000000,1000,join_best,0
1770071723617000000,buy,5.000000,500,join_best,0
1770071724561000000,buy,1.000000,500,join_best,0
1770071729642000000,buy,1.000000,1000,join_best,0
1770071743554000000,sell,2.000000,2000,join_best,0
1770071747792000000,buy,5.000000,2000,join_best,0
1770071757796000000,sell,5.000000,1000,join_best,0
1770071773128000000,sell,5.000000,500,join_best,0
1770071774050000000,sell,5.000000,2000,join_best,0
1770071774372000000,buy,5.000000,500,join_best,0
1770071776538000000,buy,2.000000,500,join_best,0
1770071777165000000,buy,2.000000,2000,join_best,0
1770071779336000000,buy,2.000000,1000,join_best,0
1770071792679000000,sell,2.000000,250,join_best,0
1770071822748000000,buy,5.000000,1000,join_best,0
1770071823700000000,sell,1.000000,250,join_best,0
1770071826246000000,sell,2.000000,250,join_best,0
1770071844956000000,buy,5.000000,1000,join_best,0
1770071857544000000,buy,2.000000,2000,join_best,0
1770071858020000000,sell,1.000000,1000,fixed_price,2349
1770071858590000000,sell,5.000000,1000,join_best,0
1770071864423000000,buy,5.000000,250,join_best,0
1770071873292000000,buy,1.000000,1000,join_best,0
1770071877309000000,sell,5.000000,500,join_best,0
1770071878093000000,sell,2.000000,1000,join_best,0
1770071880251000000,sell,2.000000,1000,join_best,0
1770071881660000000,buy,2.000000,1000,join_best,0
1770071881764000000,buy,5.000000,2000,fixed_price,2348
1770071888102000000,buy,2.000000,500,fixed_price,2371
1770071888891000000,sell,1.000000,500,join_best,0
1770071894780000000,buy,2.000000,2000,join_best,0
1770071902201000000,buy,2.000000,2000,join_best,0
1770071922342000000,sell,1.000000,250,fixed_price,2350
